speaker	task	time_stamp	gram_cat	context_cat	context_start_lg	context_specific	like_duration_ms	closure_presence	closure_duration	burst_presence	burst_duration
BESF_18	D	352.9682345	D	ML	E	E	84.24872061	1	72.7341286	1	22.48730787
BESF_18	D	354.051639	D	ML	E	E	111.1556799	1	105.3407015	1	5.97596533
BESF_18	D	354.5234904	D	ML	E	E	130.5606669	1	41.58642074	0	0
BESF_18	D	357.1359989	D	ML	E	E	139.3385155	1	68.48173846	1	33.46295027
BESF_18	D	361.7638221	D	CS	S	CS_ESS	133.7502803	1	117.1669613	1	30.56325715
BESF_18	D	363.8508489	DQ	CS	E	CS_ES	126.5748576	1	100.170584	0	0
BESF_20	C	132.3592225	G	ML	E	E	94.92812066	1	71.2385451	1	19.43641353
BESF_20	C	134.7814212	G	ML	E	E	121.1926803	1	58.01602317	1	51.54992653
BESF_20	C	141.3627522	G	ML	E	E	44.89382121	1	96.08187941	0	0
BESF_20	C	143.5949974	G	ML	E	E	96.96558684	1	30.08452389	1	37.48473505
BESF_20	C	158.662473	D	ML	E	E	93.16100002	1	50.48613613	1	25.92943912
BESF_20	C	161.0621211	DQ	ML	E	E	160.1792391	1	81.20985484	1	43.09531431
BESF_20	C	167.2728752	D	ML	E	E	120.3421665	1	101.7872351	1	35.74114757
BESF_20	C	174.7245424	D	ML	E	E	143.3018697	1	57.9958883	0	0
BESF_20	C	176.4835755	G	ML	E	E	61.04300536	1	43.83883878	0	0
BESF_20	C	184.4414917	D	ML	E	E	157.0589419	1	45.53548372	0	0
BESF_20	C	185.8961622	DQ	ML	E	E	139.8323499	1	72.56180793	1	15.32915639
BESF_20	C	212.8532688	D	ML	E	E	134.3010719	1	105.8776973	1	31.68258907
BESF_20	C	215.0009187	G	ML	E	E	113.6720383	1	14.06873307	0	0
BESF_20	C	221.7601761	D	N	N	N	224.4470995	1	70.81179808	1	34.69858481
BESF_20	C	229.3452162	D	ML	E	E	91.28713375	1	116.1141739	0	0
BESF_20	C	235.1110387	DQ	ML	E	E	70.23636544	1	92.08524084	1	40.39325004
BESF_20	C	237.4314269	D	ML	E	E	120.698208	1	26.21240574	0	0
BESF_20	C	244.249218	G	ML	E	E	71.52917218	0	0	0	0
BESF_20	C	245.3017221	D	ML	E	E	86.65277842	1	82.56555465	0	0
BESF_20	C	247.4771702	D	ML	E	E	105.2294451	1	55.07230128	1	39.56087594
BESF_20	C	249.5124543	DQ	ML	E	E	65.67187829	0	0	0	0
BESF_20	C	252.0211229	DQ	ML	E	E	107.9395752	1	14.25090391	1	3.490134484
BESF_20	C	254.6980378	D	ML	E	E	123.1138699	1	81.22821719	0	0
BESF_20	C	256.8554939	D	ML	E	E	121.9398175	0	0	0	0
BESF_20	C	335.3823429	D	ML	S	S	100.9148501	1	59.6525772	0	0
BESF_20	C	337.0266134	DQ	ML	S	S	93.74245927	1	66.95853768	1	35.36449322
BESF_20	C	478.9462124	D	ML	E	E	89.6701317	1	72.64047606	1	18.05846214
BESF_20	C	481.7841094	D	ML	E	E	137.7462554	1	81.7702073	1	33.14717331
BESF_20	C	500.8804186	D	ML	E	E	153.8485642	1	73.88010909	1	18.04564794
BESF_20	C	502.6466795	D	ML	E	E	99.42629979	1	36.68439585	1	12.29332592
BESF_20	C	503.5122482	D	ML	E	E	142.294088	1	69.84051501	0	0
BESF_20	C	507.3163397	DQ	CS	E	CS_EES	104.5532903	1	62.24066718	1	28.46091543
BESF_20	C	515.880167	D	CS	S	CS_SE	128.3742897	1	66.42440192	0	0
BESF_20	C	517.3339321	DQ	CS	E	CS_SEE	87.77224819	1	100.3033871	1	27.54125159
BESF_20	C	612.9811707	D	ML	E	E	96.30204339	1	68.44545948	0	0
BESF_20	C	621.6252141	D	ML	E	E	128.1686511	1	80.43456536	0	0
BESF_20	C	627.8922466	D	ML	E	E	121.0819109	1	87.0757456	1	14.71985313
BESF_20	C	634.2055901	D	CS	E	CS_ES	83.61357967	1	68.88213015	1	45.37661176
BESF_20	C	635.1375073	D	ML	S	S	92.68286969	1	69.21227924	0	0
BESF_20	C	671.1864077	D	CS	S	CS_SE	101.8606704	1	62.84264183	1	21.47357147
BESF_20	C	674.0915196	D	ML	E	E	165.0477313	1	52.27854049	1	21.64239741
BESF_20	C	675.2361909	D	ML	E	E	96.22963093	1	62.98228587	1	34.45276482
BESF_20	C	678.5465308	D	ML	E	E	96.8848611	1	70.80440055	1	15.70376827
BESF_20	C	681.9089872	D	ML	E	E	111.4672577	1	46.76476645	1	24.43226972
BESF_20	C	682.7916398	DQ	ML	E	E	93.20464378	1	59.24536453	1	44.76366602
BESF_20	C	684.4680512	DQ	ML	E	E	135.8939137	1	92.24444493	0	0
BESF_20	C	686.4050671	D	ML	E	E	66.42866663	1	32.79154495	0	0
BESF_20	C	689.127898	D	ML	E	E	153.6745103	1	50.28565181	1	7.647219605
BESF_20	C	690.1313422	D	ML	E	E	258.1816695	1	52.89114337	0	0
BESF_20	C	692.6032425	D	ML	E	E	187.036192	1	44.29595724	0	0
BESF_20	C	696.6711765	D	ML	E	E	119.7107233	1	87.71565424	0	0
BESF_20	C	705.7960409	DQ	CS	E	CS_EES	63.14706542	1	50.18143889	0	0
BESF_20	C	707.5745922	D	CS	E	CS_SEE	109.6180466	1	93.86035381	1	4.591969841
BESF_20	C	708.3600876	D	ML	E	E	68.41952687	1	101.744499	1	28.3717857
BESF_20	C	712.7566674	D	ML	E	E	80.29432075	1	40.20238648	0	0
BESF_20	C	718.458816	D	ML	E	E	121.3522505	1	46.3289119	0	0
BESF_20	C	724.6490526	D	ML	E	E	95.51204269	1	108.8792664	1	21.14186714
BESF_20	C	725.9937012	D	ML	E	E	164.8576122	1	369.9447245	1	20.33840301
BESF_20	C	728.073839	D	ML	E	E	168.9141195	1	43.5606426	0	0
BESF_20	C	731.7727576	D	ML	E	E	75.7586253	1	33.82096698	0	0
BESF_20	C	734.1033651	D	ML	E	E	92.14287982	1	85.54707472	1	80.26467594
BESF_20	C	735.7604788	D	ML	E	E	128.2411362	1	80.88909834	0	0
BESF_20	C	740.1815264	D	ML	E	E	147.3899091	1	124.5221515	1	79.90779233
BESF_20	C	744.782186	D	ML	E	E	70.08574728	1	42.64554739	1	38.81237223
BESF_20	C	749.9099307	D	ML	E	E	152.1031872	1	76.54483918	1	22.77270809
BESF_20	C	754.7946364	G	ML	E	E	53.80193018	1	44.23811312	1	7.805436368
BESF_20	C	756.5214974	D	ML	E	E	132.9418118	1	89.39082224	1	38.52837846
BESF_20	C	763.7043845	D	ML	E	E	145.0205476	1	45.3045015	0	0
BESF_20	C	773.161717	DQ	ML	E	E	95.59667264	1	75.13523585	1	1.764838386
BESF_20	C	779.8961989	D	ML	E	E	101.3602349	1	114.3038343	1	76.63386294
BESF_20	C	800.0216182	D	ML	E	E	89.37073127	1	163.8256596	0	0
BESF_20	C	802.0259095	D	ML	E	E	142.5914723	1	60.2161474	1	13.38230308
BESF_20	C	810.4599509	D	ML	E	E	102.1239586	1	34.17671893	1	22.47829771
BESF_20	C	816.1661599	G	ML	E	E	61.93172427	1	58.57043903	1	13.09381215
BESF_20	C	818.5772069	D	ML	E	E	69.01927891	1	70.78046878	1	32.7480948
BESF_20	C	821.0825338	DQ	ML	E	E	98.53038722	1	56.83227404	0	0
BESF_20	C	822.2498501	DQ	ML	E	E	64.89914224	1	27.36124068	1	22.47877784
BESF_20	C	835.1341631	D	ML	E	E	80.78891668	1	56.15066611	1	11.09749016
BESF_20	C	836.3304289	D	CS	E	CS_EES	75.04038323	1	66.02984042	1	37.86546378
BESF_20	C	839.6857197	D	ML	E	E	134.0161973	1	56.6248224	1	31.86115255
BESF_20	C	842.4498708	D	ML	E	E	280.0564844	1	97.14831563	1	24.18105992
BESF_20	C	843.8376355	D	ML	E	E	97.05595896	1	62.46545035	1	44.86476547
BESF_20	C	847.2741479	DQ	ML	E	E	127.6175227	1	101.8182046	0	0
BESF_20	C	849.2914989	DQ	ML	E	E	178.8050502	1	67.68429088	0	0
BESF_20	C	852.0463671	D	ML	E	E	138.2556417	1	63.27923634	1	30.27148445
BESF_20	C	853.2446726	D	ML	E	E	103.5892671	1	90.65211838	1	41.32515708
BESF_20	C	863.3323987	D	CS	S	CS_SE	120.8946119	1	91.20642805	1	20.15525644
BESF_20	C	866.1677012	D	ML	S	S	234.0012179	1	58.18025515	0	0
BESF_20	C	866.986724	DQ	CS	S	CS_SE	99.49835681	1	70.77230264	0	0
BESF_20	C	882.7556468	D	ML	S	S	161.29166	1	89.25606467	0	0
BESF_20	C	900.2723864	D	ML	E	E	109.3858094	1	89.53077625	1	15.58523359
BESF_20	C	907.0145944	DQ	ML	E	E	113.2046496	1	64.3091131	1	46.88547012
BESF_20	D	233.2331094	D	ML	E	E	82.92211233	0	0	0	0
BESF_20	D	240.5770426	DQ	CS	E	CS_ES	111.1409715	1	31.02716687	1	16.11864578
BESF_20	D	282.8938629	D	CS	S	CS_SE	77.33685956	1	42.68818738	1	22.13215523
BESF_20	D	294.5362966	D	ML	E	E	68.72050474	1	58.27139896	1	34.83202136
BESF_20	D	394.4993904	D	CS	E	CS_SEE	74.64237276	1	44.17173066	0	0
BESF_21	C	126.2137655	D	ML	E	E	96.32418704	1	49.62553005	1	24.18713219
BESF_21	C	130.779639	D	ML	E	E	119.2045681	1	60.57656135	1	26.48528089
BESF_21	C	189.9844708	D	ML	E	E	88.30834192	1	117.0211014	0	0
BESF_21	C	192.5867119	D	ML	E	E	109.1700927	1	156.3097585	0	0
BESF_21	C	200.6924717	D	ML	E	E	81.94837206	0	0	0	0
BESF_21	C	202.0959903	D	ML	E	E	83.62187678	1	113.0509278	0	0
BESF_21	C	203.6578088	D	ML	E	E	53.66721523	1	72.29713648	1	11.62633374
BESF_21	C	269.2198436	V	ML	E	E	88.08974402	1	51.68069286	1	22.09450163
BESF_21	C	270.1807676	D	ML	E	E	102.3157761	1	46.84974458	0	0
BESF_21	C	271.9522224	D	ML	E	E	81.01603893	1	98.51413785	1	30.71716597
BESF_21	C	310.3156081	D	CS	E	CS_SEE	109.1039783	1	103.7987667	1	6.514751666
BESF_21	C	538.6349955	V	ML	E	E	101.5737038	1	71.04059592	0	0
BESF_21	C	539.3670283	D	CS	E	CS_SEE	95.88685111	1	53.39064841	1	44.39566487
BESF_21	C	540.9948122	D	CS	E	CS_SEE	103.1673413	1	144.4447206	0	0
BESF_21	C	541.8102311	V	ML	E	E	93.71270858	1	64.12353922	0	0
BESF_21	C	607.8379125	D	ML	E	E	72.81132799	1	94.63454508	1	28.23207503
BESF_21	C	611.8006777	D	ML	E	E	95.76059652	1	77.5662846	0	0
BESF_21	C	656.9764429	D	ML	E	E	112.1335103	1	107.5964704	1	20.06537319
BESF_21	C	661.6100084	D	ML	E	E	82.129967	1	95.48379209	1	13.95542538
BESF_21	C	662.6984245	D	ML	E	E	144.9362253	1	138.698986	1	4.573829422
BESF_21	C	665.8773501	D	ML	E	E	79.37180284	1	141.3446083	0	0
BESF_21	C	668.5105656	D	ML	E	E	91.56130291	1	71.34263122	1	15.98207303
BESF_21	C	669.5853626	D	CS	E	CS_EES	71.65464607	1	102.0393284	1	6.704635567
BESF_21	C	875.9562784	D	CS	E	CS_ES	78.97657319	1	75.04677219	0	0
BESF_21	C	877.0863454	D	CS	S	CS_SE	73.08207761	1	130.3040561	0	0
BESF_21	C	878.2394605	D	CS	E	CS_SEE	159.5520531	1	106.2012824	1	20.39716869
BESF_21	D	113.9951131	D	ML	E	E	126.0000247	1	106.6802274	0	0
BESF_21	D	209.7603183	D	ML	E	E	90.61758391	1	88.23719131	0	0
BESF_21	D	212.3754923	D	ML	E	E	78.84168989	1	31.09108699	1	24.85233624
BESF_21	D	214.9632403	D	ML	E	E	92.74923627	1	35.26773505	1	10.480128
BESF_21	D	217.245678	D	CS	E	CS_EES	156.109907	1	70.18291369	1	195.1494016
BESF_21	D	220.6288767	D	ML	E	E	94.85425891	1	136.6406139	0	0
BESF_21	D	258.1744197	D	ML	E	E	76.54995505	1	83.19581615	1	5.422360862
BESF_21	D	286.375667	D	ML	E	E	97.12549152	1	158.6492959	1	264.0094865
BESF_21	D	363.7019546	D	ML	E	E	86.19088074	1	112.5143444	1	13.60422323
BESF_21	D	366.3790415	D	ML	E	E	58.53030476	1	37.85222858	1	22.54699355
BESF_21	D	369.5741063	D	ML	E	E	83.74839723	1	68.719114	0	0
BESF_22	C	31.02585088	V	ML	E	E	78.41176463	0	0	0	0
BESF_22	C	31.6987622	D	ML	E	E	93.65827926	1	69.8762693	0	0
BESF_22	C	32.04794443	D	ML	E	E	200.1367661	1	62.04720209	0	0
BESF_22	C	91.7414898	D	CS	E	CS_SEE	57.65231283	1	46.89446979	0	0
BESF_22	C	99.27510475	G	ML	E	E	128.5985583	1	90.9398979	0	0
BESF_22	C	99.84044952	D	ML	E	E	82.2246904	1	33.9126054	0	0
BESF_22	C	107.3665933	D	CS	E	CS_SEE	144.3881979	1	106.2739386	0	0
BESF_22	C	110.3854742	D	ML	E	E	108.4631902	1	27.92505215	1	35.38117191
BESF_22	C	110.8704552	D	ML	E	E	70.0828848	1	21.45416386	1	31.67019953
BESF_22	C	117.5874739	G	ML	E	E	62.40003447	0	0	0	0
BESF_22	C	126.2807142	D	ML	E	E	189.1613534	1	129.0945415	0	0
BESF_22	C	142.740452	V	CS	E	CS_SEE	140.8412582	1	75.40564369	0	0
BESF_22	C	201.7905865	G	ML	E	E	78.53915867	1	39.47682086	1	23.67391372
BESF_22	C	216.1902818	D	ML	E	E	73.05680909	1	32.87409703	0	0
BESF_22	C	217.3280393	D	ML	E	E	80.25227113	1	72.53408479	0	0
BESF_22	C	240.7762343	V	CS	E	CS_EES	114.1131304	1	63.60563493	0	0
BESF_22	C	243.9653811	V	ML	E	E	126.8166744	1	86.93979787	0	0
BESF_22	C	247.5132394	V	CS	E	CS_EES	97.87904179	1	28.95510869	1	35.48627394
BESF_22	C	304.592552	D	CS	E	CS_EES	60.1451953	1	59.46662132	1	25.70011188
BESF_22	C	328.6407436	D	ML	E	E	208.1478778	1	60.47167489	1	34.1629104
BESF_22	C	330.2362598	D	CS	E	CS_EES	151.1763832	1	104.6758228	0	0
BESF_22	C	332.3813967	D	ML	E	E	60.01278578	1	72.77311729	0	0
BESF_22	C	333.1482403	D	ML	E	E	118.4549177	0	0	0	0
BESF_22	C	333.6315363	D	ML	E	E	122.4369411	1	52.92404017	1	9.967321171
BESF_22	C	334.7167382	D	ML	E	E	88.91553083	1	93.05415795	1	27.44858656
BESF_22	C	335.5325349	D	ML	S	S	210.6265946	1	131.6436971	1	29.20194181
BESF_22	C	336.9081741	D	CS	E	CS_SEE	75.88408081	0	0	0	0
BESF_22	C	338.463422	D	CS	S	CS_SE	108.3729774	0	0	0	0
BESF_22	C	341.1301851	D	ML	E	E	120.1830343	1	66.30147754	0	0
BESF_22	C	341.6258819	D	ML	E	E	87.77679215	1	78.00149913	0	0
BESF_22	C	350.2345859	D	ML	E	E	86.15284144	1	49.65903744	1	7.098513419
BESF_22	C	362.1721099	D	ML	S	S	138.8118645	1	80.08988207	1	14.70826054
BESF_22	C	363.440791	D	CS	E	CS_ES	135.3947084	0	0	0	0
BESF_22	C	368.2806297	D	ML	E	E	86.81600525	0	0	0	0
BESF_22	C	370.2243195	D	ML	E	E	97.2220941	1	66.86816025	0	0
BESF_22	C	370.8144359	D	ML	E	E	121.8661336	1	69.16692768	1	37.02725778
BESF_22	C	381.1993871	G	ML	E	E	124.29105	0	0	0	0
BESF_22	C	382.8055863	G	ML	E	E	247.6664909	1	94.80116269	0	0
BESF_22	C	385.3632628	D	ML	E	E	97.59949122	1	16.18874197	1	27.33189448
BESF_22	C	386.6295003	G	ML	E	E	111.4366251	1	108.7927577	0	0
BESF_22	C	405.3500496	D	ML	E	E	97.78596189	1	79.1825631	0	0
BESF_22	C	418.0295048	G	ML	E	E	131.6250029	1	121.9182142	0	0
BESF_22	C	419.0079334	D	ML	E	E	62.89019939	1	119.9741615	0	0
BESF_22	C	436.0300953	D	ML	E	E	118.9569106	1	65.96913054	1	65.2780901
BESF_22	C	438.2594064	D	ML	E	E	72.13197089	1	72.9325822	0	0
BESF_22	C	455.4318911	D	ML	E	E	123.277538	1	149.8090872	1	27.43471882
BESF_22	C	459.1386206	D	CS	E	CS_SEE	104.6772248	1	112.791691	1	22.96143688
BESF_22	C	513.2339456	D	ML	E	E	91.37736519	0	0	0	0
BESF_22	C	537.8098319	D	ML	S	S	130.2549957	1	77.9677471	0	0
BESF_22	C	538.6856017	G	CS	S	CS_SE	140.0928736	1	104.7813526	0	0
BESF_22	C	546.5777415	D	CS	E	CS_SEE	119.1037955	1	43.75400757	0	0
BESF_22	C	547.7463266	D	ML	E	E	135.4423031	1	83.1564417	1	23.60602955
BESF_22	C	587.0453145	D	ML	E	E	127.1885309	1	94.19039386	0	0
BESF_22	C	587.8931539	D	ML	E	E	169.9326941	1	83.93272059	1	18.98691829
BESF_22	C	588.3808408	D	ML	E	E	106.9280622	1	74.66103657	1	73.74743617
BESF_22	C	589.9181611	D	ML	E	E	100.9182092	1	123.7016491	1	5.194615697
BESF_22	C	602.3032435	D	ML	E	E	51.55994169	1	58.87841507	1	23.24811307
BESF_22	C	618.9294463	V	ML	E	E	141.6656198	1	49.22723669	0	0
BESF_22	C	621.1822909	D	ML	E	E	151.6156844	1	87.20863709	0	0
BESF_22	C	621.7358004	V	ML	E	E	98.11616063	1	60.59376495	0	0
BESF_22	C	623.5424111	DQ	ML	E	E	144.4838564	1	68.06538944	0	0
BESF_22	C	625.5124895	D	ML	E	E	127.2787708	1	64.98901409	0	0
BESF_22	C	656.9290266	D	CS	E	CS_ES	126.6581492	1	72.26234336	1	25.21052613
BESF_22	C	691.8035405	D	ML	E	E	121.9025392	1	57.56205858	0	0
BESF_22	C	696.8052089	D	ML	E	E	52.70541868	0	0	0	0
BESF_22	C	698.0268915	D	ML	E	E	67.76689271	1	58.62916695	1	25.1415731
BESF_22	C	698.5319352	D	ML	E	E	114.2391465	1	63.72382682	1	18.65089785
BESF_22	C	701.6795183	D	CS	E	CS_SEE	251.7685607	1	56.61505005	0	0
BESF_22	C	705.2642581	D	CS	E	CS_SEES	70.18469949	1	76.2118545	0	0
BESF_22	C	706.1415214	DQ	CS	E	CS_ES	123.5931486	1	36.23150351	0	0
BESF_22	C	710.3672353	DQ	CS	E	CS_SEE	96.4542021	1	64.94607766	0	0
BESF_22	C	711.7214764	D	ML	E	E	91.59615511	0	0	0	0
BESF_22	C	712.4631473	D	ML	E	E	151.6302349	1	120.2092458	0	0
BESF_22	C	713.5787082	D	ML	E	E	127.92919	0	0	0	0
BESF_22	C	714.2280276	D	ML	E	E	67.41838135	1	20.32776621	0	0
BESF_22	C	717.6785129	D	ML	E	E	64.01238814	1	70.38023247	0	0
BESF_22	C	718.239866	D	CS	E	CS_EES	59.50877056	1	67.18814423	1	15.4859202
BESF_22	C	719.5579061	DQ	CS	E	CS_ES	100.6822945	1	43.89090815	0	0
BESF_22	C	724.3727997	D	ML	E	E	100.2335143	1	54.15885261	0	0
BESF_22	C	731.0495886	D	ML	E	E	98.66724062	1	66.65522563	1	22.42162302
BESF_22	C	733.1627601	D	ML	E	E	109.4410722	1	87.3122006	0	0
BESF_22	C	735.0031533	D	ML	E	E	114.9900535	1	71.23862593	1	5.540397612
BESF_22	C	737.5281728	D	ML	E	E	115.0657674	1	82.358157	0	0
BESF_22	C	738.0218361	D	ML	E	E	95.91322286	1	62.52664924	0	0
BESF_22	C	740.070463	DQ	ML	E	E	92.40411464	1	53.32927085	1	12.01688324
BESF_22	C	741.0122712	D	ML	E	E	91.03008821	0	0	0	0
BESF_22	C	742.4859803	D	ML	E	E	101.284648	1	45.78591988	1	19.98651791
BESF_22	C	744.7439802	D	CS	E	CS_ES	180.8725321	1	132.0438341	0	0
BESF_22	C	746.8065147	D	ML	E	E	163.1835915	1	107.7030031	0	0
BESF_22	C	748.8940412	DQ	CS	E	CS_EES	92.1812735	1	63.43644913	0	0
BESF_22	C	752.665561	D	ML	E	E	85.62061742	0	0	0	0
BESF_22	C	761.0960109	G	CS	E	CS_EES	127.7780939	1	36.66872919	0	0
BESF_22	C	766.6170253	G	ML	E	E	80.02655127	1	44.77264365	1	19.34376
BESF_22	C	770.3624385	G	ML	E	E	82.17974499	1	168.0985562	0	0
BESF_22	C	770.9326516	D	ML	E	E	74.18896279	1	80.86393865	0	0
BESF_22	C	785.3773838	D	ML	E	E	68.53389239	1	44.75221718	0	0
BESF_22	C	787.1578408	D	CS	E	CS_SEE	102.3251277	1	108.9624236	0	0
BESF_22	C	789.0919981	D	ML	E	E	72.14876215	1	65.58548131	0	0
BESF_22	C	801.9051637	D	CS	S	CS_SE	61.97615031	1	52.20598627	0	0
BESF_22	C	802.5969317	D	CS	E	CS_SEE	162.5028184	1	99.73362917	0	0
BESF_22	C	803.3801413	D	ML	E	E	72.87952345	1	78.78175916	0	0
BESF_22	C	806.663746	D	ML	E	E	95.58872039	1	43.21389906	1	24.38933609
BESF_22	C	810.5354518	D	ML	E	E	113.9198114	1	53.90663964	1	24.70329426
BESF_22	C	818.3357615	V	ML	E	E	113.6240538	1	76.5402772	1	7.632970602
BESF_22	C	819.1276278	D	ML	E	E	112.4536598	1	104.2607093	0	0
BESF_22	C	820.6287615	DQ	CS	E	CS_ES	112.2501676	1	56.85835081	1	20.39323856
BESF_22	C	823.405825	D	ML	E	E	68.15502257	1	20.67571469	0	0
BESF_22	C	853.2510776	D	ML	E	E	53.49746037	1	25.80101243	1	29.36566235
BESF_22	C	854.6645867	D	ML	E	E	145.1703911	1	100.581187	1	61.6132978
BESF_22	C	861.8106538	D	ML	E	E	107.0936117	1	49.82801052	1	40.17318402
BESF_22	C	883.4928112	D	ML	E	E	114.7696379	1	66.24793808	0	0
BESF_22	C	890.2402725	D	ML	E	E	84.83704653	1	59.20158128	0	0
BESF_22	D	54.14290619	V	CS	E	CS_ES	117.570485	1	51.96614176	0	0
BESF_22	D	55.09853094	D	CS	E	CS_SEE	149.0533758	1	44.39796451	1	7.878043889
BESF_22	D	92.98129634	D	CS	E	CS_EES	124.8665123	1	41.18557342	1	25.60748806
BESF_22	D	94.54989828	D	CS	E	CS_ES	195.1624754	1	178.7007824	0	0
BESF_22	D	113.2182835	D	ML	E	E	100.1407207	1	56.87733156	0	0
BESF_22	D	115.7296759	DQ	ML	E	E	73.90934298	1	42.174351	0	0
BESF_22	D	124.9808036	D	ML	E	E	110.1815066	1	57.99861174	1	22.41529269
BESF_22	D	156.0980502	DQ	CS	E	CS_EES	162.1445121	1	29.40019673	1	20.69884871
BESF_22	D	174.8057708	D	CS	E	CS_SEE	72.2211008	1	30.33522128	1	45.35720781
BESF_22	D	175.777443	DQ	CS	E	CS_SEE	84.04419694	1	32.58501158	0	0
BESF_22	D	178.2461913	D	CS	E	CS_EES	121.3527725	1	67.6038349	0	0
BESF_22	D	180.5993674	D	ML	E	E	72.0695926	1	16.76029866	0	0
BESF_22	D	187.5150046	D	CS	E	CS_ES	135.0530257	1	65.26629568	0	0
BESF_22	D	189.4430536	DQ	ML	E	E	118.2643482	1	55.45733921	1	40.04527419
BESF_22	D	228.9343136	D	ML	E	E	141.6764419	0	0	0	0
BESF_22	D	231.5696746	D	ML	E	E	93.10683217	1	178.4877093	1	12.83709482
BESF_22	D	238.4554649	DQ	ML	E	E	167.9874959	1	70.88499108	1	7.523933925
BESF_22	D	245.9881083	D	ML	E	E	198.3486919	1	99.25968845	0	0
BESF_22	D	261.0662152	D	ML	E	E	242.7135284	1	66.05040181	0	0
BESF_22	D	261.8191573	D	ML	E	E	199.2844952	1	80.4897523	0	0
BESF_22	D	269.6154589	V	ML	E	E	192.4705808	1	84.09419598	0	0
BESF_22	D	269.8920237	D	ML	E	E	152.2370847	1	102.8143375	1	37.89908127
BESF_22	D	270.5824747	D	ML	E	E	130.6932925	1	38.46133394	1	51.27592649
BESF_22	D	319.1783205	DQ	ML	E	E	82.47267567	1	13.71882294	1	6.280753319
BESF_22	D	320.0223598	D	ML	E	E	161.0266328	1	141.1337544	1	5.115339756
BESF_22	D	339.9688769	D	ML	E	E	123.9649665	1	22.82149214	0	0
BESF_22	D	351.532471	DQ	ML	E	E	108.8475748	1	33.68026415	0	0
BESF_22	D	356.2695287	D	ML	E	E	179.2265861	1	56.27176268	1	9.018069971
BESF_22	D	367.7486135	D	ML	E	E	108.1257795	0	0	0	0
BESF_22	D	413.2651378	D	ML	E	E	108.84415	1	42.99150089	1	7.237155345
BESF_22	D	415.3543297	G	CS	E	CS_ES	56.94159926	1	13.59724307	0	0
BESF_22	D	417.8484566	D	ML	E	E	179.1954779	0	0	0	0
BESF_22	D	446.932528	D	CS	E	CS_EES	104.8022793	1	55.23006688	0	0
BESF_22	D	447.9678085	D	CS	E	CS_SEE	72.04774852	1	67.99365267	0	0
BESF_22	D	448.7670742	DQ	CS	E	CS_SEE	119.9004652	1	53.92270166	0	0
BESF_22	D	450.9010225	D	CS	S	CS_SE	95.86897346	1	97.54465844	1	22.20619444
BESF_23	C	19.97355612	D	ML	E	E	147.2923643	1	213.1602671	0	0
BESF_23	C	123.2131609	V	ML	E	E	117.2177621	1	105.6752589	0	0
BESF_23	C	123.9605046	V	ML	E	E	173.3139397	1	57.61787935	1	23.38356047
BESF_23	C	147.4038036	D	N	N	N	149.3771107	1	95.59143398	1	129.5203946
BESF_23	C	189.9265322	D	ML	E	E	136.9158961	1	46.5771509	1	22.32870918
BESF_23	C	190.9863498	D	CS	S	CS_SE	140.2584284	1	72.57305784	0	0
BESF_23	C	208.1380249	D	ML	E	E	127.5263832	1	69.34486671	1	22.16342969
BESF_23	C	213.1754038	D	ML	E	E	176.1724221	1	54.25363391	1	11.67545605
BESF_23	C	348.5293042	D	ML	E	E	81.0819299	1	48.37460918	0	0
BESF_23	C	408.7605278	D	ML	E	E	142.1344202	1	102.9774077	0	0
BESF_23	C	413.1811672	D	CS	E	CS_ES	116.1407473	1	70.80145298	0	0
BESF_23	C	444.6330326	D	ML	E	E	86.09274711	1	73.56943183	1	9.685803373
BESF_23	C	465.2347924	D	ML	E	E	235.9333237	1	106.5691269	1	108.6495286
BESF_23	C	473.0137466	D	ML	E	E	137.1327532	1	52.98405056	1	3.443999229
BESF_23	C	478.6927167	D	CS	E	CS_EES	129.3913425	1	72.64650471	1	25.03415536
BESF_23	C	480.8042733	D	ML	S	S	217.2742598	1	139.2907019	1	76.79895084
BESF_23	C	501.8388438	D	CS	E	CS_SEE	291.7809735	1	372.9306072	1	35.88828265
BESF_23	C	504.53742	D	ML	E	E	153.9556048	1	63.8471467	0	0
BESF_23	C	519.4331999	D	ML	E	E	123.4402248	1	130.6561925	0	0
BESF_23	C	544.7464488	D	ML	E	E	155.7040042	1	101.9047665	1	10.1407639
BESF_23	C	551.5745914	D	ML	E	E	159.9502769	1	40.15807631	0	0
BESF_23	C	561.9428414	G	ML	E	E	122.9181237	1	155.376029	0	0
BESF_23	C	583.9334322	D	ML	E	E	146.4311209	1	67.34147151	0	0
BESF_23	C	595.0667716	D	ML	E	E	196.3034499	1	59.63380487	0	0
BESF_23	C	729.9429459	G	ML	E	E	71.20190254	1	89.37135083	0	0
BESF_23	C	817.1440076	D	ML	E	E	204.9860925	1	31.55729057	0	0
BESF_23	C	846.6487769	D	ML	E	E	130.5397525	1	113.4921028	0	0
BESF_23	C	871.9964778	D	CS	E	CS_EES	102.7771343	1	60.06004799	0	0
BESF_23	C	878.9411073	D	CS	E	CS_SEE	160.6129213	1	48.3223694	0	0
BESF_23	D	27.53532599	D	CS	E	CS_EES	149.8912284	1	97.63375096	0	0
BESF_23	D	40.10576566	D	ML	E	E	94.55735806	1	62.33834312	1	17.66164076
