speaker	task	time_stamp	gram_cat	context_cat	context_start_lg	context_specific	like_duration_ms	closure_presence	closure_duration	burst_presence	burst_duration
BESF_23	D	51.49536423	V	ML	E	E	122.9191052	1	106.207735	0	0
BESF_23	D	61.33163782	D	ML	E	E	121.3793221	1	171.0037514	0	0
BESF_23	D	62.78210861	D	ML	E	E	98.67016807	1	62.52321457	0	0
BESF_23	D	64.12548199	D	ML	E	E	57.27947841	1	58.51746665	1	28.21910937
BESF_23	D	86.7615189	D	ML	E	E	148.0881575	1	68.92011553	0	0
BESF_23	D	87.83804941	D	ML	E	E	123.4461589	1	64.15797836	0	0
BESF_23	D	136.4970114	D	ML	E	E	133.9132188	1	56.94647565	0	0
BESF_23	D	139.8514003	D	CS	E	CS_SEE	127.3641699	1	23.20451966	0	0
BESF_23	D	145.8344959	DQ	ML	E	E	166.3898689	1	133.3637239	0	0
BESF_23	D	147.3653717	D	ML	E	E	135.4528587	1	76.26462361	1	14.7322333
BESF_23	D	151.633536	D	ML	E	E	93.65770738	1	52.19449939	1	23.53296368
BESF_23	D	158.3063878	DQ	ML	E	E	129.6168461	0	0	0	0
BESF_23	D	200.5257177	D	ML	E	E	162.9828231	1	75.2653411	0	0
BESF_23	D	201.1158168	D	ML	E	E	75.28455746	1	52.43987747	0	0
BESF_23	D	217.6958256	D	ML	E	E	93.45033953	1	41.24689226	0	0
BESF_23	D	224.5555356	D	ML	E	E	191.1806173	1	59.22515097	0	0
BESF_23	D	234.4982673	D	ML	E	E	103.6156529	1	61.64297539	0	0
BESF_23	D	275.5156859	D	ML	E	E	89.21707332	1	113.1796138	1	15.32114154
BESF_23	D	282.8619053	D	CS	E	CS_SEE	225.1763081	1	100.7398756	1	105.4884041
BESF_23	D	284.364949	DQ	ML	E	E	81.19229985	0	0	0	0
BESF_23	D	292.2783658	D	CS	E	CS_SEE	81.80556798	1	77.4528319	1	26.71430535
BESF_23	D	318.0574434	G	ML	E	E	196.5671143	1	180.8932625	1	29.53686309
BESF_23	D	329.4095599	D	ML	E	E	148.2752906	1	44.52324375	1	15.19708921
BESF_23	D	332.1259467	DQ	ML	E	E	102.9134216	1	22.85900111	0	0
BESF_23	D	344.2738079	DQ	ML	E	E	143.0504565	1	64.9545067	1	25.39053357
BESF_23	D	345.8414451	D	ML	E	E	210.574097	1	95.62773659	0	0
BESF_23	D	347.7845819	D	CS	E	CS_SEE	80.04290108	1	101.9207712	0	0
BESF_23	D	349.0196857	D	ML	E	E	220.5264794	1	113.1668441	1	41.67709084
BESF_23	D	362.6935169	D	ML	E	E	86.36673852	1	63.73492963	0	0
BESF_23	D	365.2470661	D	ML	E	E	71.60530293	1	82.73293393	0	0
BESF_23	D	374.3833887	D	ML	E	E	112.5053202	1	65.60055693	0	0
BESF_23	D	376.8012409	D	N	N	N	232.5848881	1	42.88934615	1	31.50591145
BESF_23	D	380.5663023	D	ML	E	E	198.9637036	1	27.55002378	0	0
BESF_23	D	388.2093314	D	CS	E	CS_SEE	218.4972468	1	110.0618776	1	137.7071299
BESF_23	D	404.3070506	D	CS	E	CS_EES	100.778504	1	126.8941392	0	0
BESF_23	D	406.9835057	D	CS	E	CS_EES	140.2379858	1	123.1667006	0	0
BESF_23	D	432.6427149	D	ML	E	E	150.1493924	1	118.1429659	0	0
BESF_23	D	454.777502	D	ML	E	E	145.2885468	0	0	0	0
BESF_23	D	457.1775549	D	ML	E	E	105.4721201	0	0	0	0
BESF_23	D	473.124623	D	ML	E	E	93.37816497	1	82.68288176	1	34.39602795
BESF_23	D	478.0895372	D	ML	E	E	102.2002075	1	68.95666768	1	14.85759259
BESF_23	D	485.1550295	D	ML	E	E	222.015191	1	65.71937294	1	38.77558182
BESM_07	C	84.93824287	D	ML	E	E	80.69822616	1	101.0962633	1	6.994219188
BESM_07	C	155.3395664	G	ML	E	E	77.28871226	1	56.09469522	1	23.85661954
BESM_07	C	158.4831699	D	ML	E	E	67.1677373	1	22.89163647	0	0
BESM_07	C	213.6105829	D	CS	E	CS_SEES	87.51727155	1	109.3282334	1	22.58210998
BESM_07	C	226.9423238	G	ML	E	E	76.2011884	1	45.91183442	1	29.96899788
BESM_07	C	227.6800411	G	CS	E	CS_ES	123.1921115	1	40.48618659	0	0
BESM_07	C	242.4314207	D	ML	E	E	87.120101	1	35.15944544	1	10.90726185
BESM_07	C	316.9409361	D	CS	E	CS_ES	178.8397916	1	141.0184804	1	24.76424202
BESM_07	C	336.7883004	D	N	N	N	162.2348746	1	133.8771234	1	37.03796027
BESM_07	C	337.7551705	V	ML	E	E	146.9610445	1	45.42523101	1	25.87241489
BESM_07	C	348.2857391	D	ML	E	E	87.94639981	1	41.61852216	1	30.60893923
BESM_07	C	349.8516246	D	ML	E	E	88.58521249	1	44.61839274	0	0
BESM_07	C	449.1042519	G	CS	E	CS_EES	89.91871034	1	44.03682589	1	35.46654947
BESM_07	C	496.8608178	D	ML	S	S	106.114163	1	75.46924383	1	15.92887016
BESM_07	C	538.8948732	D	ML	E	E	114.3777645	1	64.19445442	1	55.2059857
BESM_07	C	561.0304802	D	ML	E	E	79.21230004	1	44.68605362	1	19.07914207
BESM_07	C	571.9677009	D	CS	E	CS_SEE	84.92615312	1	71.18906995	1	20.87806252
BESM_07	C	576.0994751	D	ML	E	E	109.9147249	1	197.7256425	1	16.44963482
BESM_07	C	576.6976473	D	ML	E	E	95.94566902	1	57.9045202	0	0
BESM_07	C	577.5450897	D	ML	E	E	106.2082215	1	42.73103751	1	35.38706126
BESM_07	C	578.4184392	D	ML	E	E	65.9162887	1	37.52233519	1	27.90276003
BESM_07	C	579.3365199	D	ML	E	E	108.9384198	1	58.65446358	1	17.57347513
BESM_07	C	579.8239761	D	ML	E	E	139.9525829	1	165.4742093	1	4.633041573
BESM_07	C	584.7684604	D	ML	E	E	204.6421029	1	182.2049329	1	38.00622652
BESM_07	C	588.308934	D	ML	E	E	74.7596446	1	45.91427138	0	0
BESM_07	C	589.3058058	D	ML	E	E	107.016949	1	50.70952734	1	18.72283687
BESM_07	C	592.8758636	DQ	ML	E	E	181.3914972	1	92.90562304	1	30.98222297
BESM_07	C	704.4775939	G	ML	E	E	160.6678877	1	76.81058949	1	22.96666937
BESM_07	C	712.238385	D	ML	E	E	133.2469363	1	77.8106809	1	29.51194755
BESM_07	C	715.2108185	D	ML	E	E	92.73770729	1	42.81839057	1	22.25372235
BESM_07	C	716.1469247	D	ML	E	E	98.40616809	1	40.6076654	1	22.91308872
BESM_07	C	717.0777626	D	ML	E	E	159.8480245	1	45.2664463	0	0
BESM_07	C	796.0958611	D	CS	E	CS_ES	139.293907	1	96.06305377	1	64.92062433
BESM_07	C	799.9790584	D	ML	E	E	100.3875766	1	308.7385307	1	36.40173187
BESM_07	C	803.2388677	D	CS	S	CS_SE	143.6667345	1	115.3516924	1	10.1515846
BESM_07	C	804.7651857	D	ML	E	E	83.11987923	1	85.00660012	0	0
BESM_07	C	869.2714018	D	CS	S	CS_SE	109.4184785	1	43.34380752	1	33.36841714
BESM_07	C	877.1775683	D	CS	E	CS_EES	96.88891865	1	52.13037829	0	0
BESM_07	C	905.5441765	G	ML	E	E	66.75907369	1	89.21247322	1	15.61702703
BESM_07	D	156.9320084	D	ML	E	E	100.1157041	1	105.08286	1	13.24133136
BESM_07	D	167.9585501	D	ML	E	E	88.77487775	1	96.79683488	1	24.12322573
BESM_07	D	174.3449081	D	ML	E	E	91.27726866	1	95.78556934	0	0
BESM_07	D	192.497621	D	ML	E	E	146.8342208	1	78.0250205	1	23.07027671
BESM_07	D	193.5648908	D	ML	E	E	112.2871316	1	70.44541376	1	7.623169641
BESM_07	D	199.2655832	D	CS	E	CS_SEE	177.1615702	1	136.0235184	1	17.76789635
BESM_07	D	212.9757035	D	ML	E	E	112.5924023	1	62.25746617	0	0
BESM_07	D	253.0033732	D	ML	E	E	135.34374	1	101.0536206	0	0
BESM_07	D	254.0506463	D	ML	E	E	132.6258735	1	34.41772557	1	6.998219671
BESM_07	D	277.0169479	D	ML	E	E	60.71308533	1	42.04558016	1	16.06275776
BESM_07	D	334.61499	D	CS	E	CS_SEE	111.0071118	1	135.8121445	1	20.41111518
BESM_07	D	391.9811113	D	CS	E	CS_SEE	180.6164164	1	122.7735221	1	21.45277384
BESM_07	D	405.2778479	D	CS	E	CS_SEE	169.8298785	1	119.1474124	1	30.21945826
BESM_07	D	512.794574	D	ML	E	E	85.28047823	1	31.51901551	0	0
BESM_07	D	514.0144866	D	ML	E	E	169.5144711	1	101.4283694	1	20.11031966
BESM_07	D	518.0992401	D	ML	E	E	149.2479663	1	150.9232509	0	0
BESM_07	D	594.0325709	D	ML	E	E	161.9786244	1	276.5532094	1	22.40836903
BESM_08	C	325.8265236	D	ML	E	E	177.2285533	1	81.81123992	1	80.42709067
BESM_08	C	370.1837655	D	ML	E	E	146.1281108	1	18.78448746	1	4.325644841
BESM_08	C	418.648908	D	ML	E	E	71.06462514	1	77.99929544	1	16.78582193
BESM_08	C	504.4583857	D	ML	E	E	159.1013036	1	76.04421688	0	0
BESM_08	C	509.1646897	D	ML	E	E	134.4757949	1	38.74062051	0	0
BESM_08	C	597.9454969	D	ML	E	E	99.81962473	1	75.24135648	1	35.42236539
BESM_08	C	623.5728762	D	ML	E	E	175.6251583	1	37.52554982	1	20.36341736
BESM_08	C	649.6279457	D	ML	E	E	100.4670361	1	101.6888166	0	0
BESM_08	C	651.7619044	D	ML	E	E	146.3323357	1	111.3503686	0	0
BESM_08	C	686.1778525	G	ML	E	E	126.7266495	1	40.47581105	1	34.96410438
BESM_08	C	817.4794889	G	ML	E	E	91.51799629	1	75.33291892	1	8.300367951
BESM_08	C	818.7532146	D	ML	E	E	145.5348294	1	77.94264511	1	152.1847262
BESM_08	D	65.57869846	D	ML	E	E	80.9408874	1	51.36643191	1	14.1832112
BESM_08	D	69.84684562	D	ML	E	E	176.6114668	1	201.2671225	0	0
BESM_08	D	260.5865435	G	ML	E	E	72.78682176	1	27.07995715	1	51.88815941
